status file for recon-all
Sat Dec  7 18:08:16 CST 2024
#@# Qdec Cache preproc rh area.pial fsaverage Sat Dec  7 23:01:58 CST 2024
#@# Qdec Cache preproc rh volume fsaverage Sat Dec  7 23:02:04 CST 2024
#@# Qdec Cache preproc rh curv fsaverage Sat Dec  7 23:02:10 CST 2024
#@# Qdec Cache preproc rh sulc fsaverage Sat Dec  7 23:02:15 CST 2024
#@# Qdec Cache preproc rh white.K fsaverage Sat Dec  7 23:02:19 CST 2024
#@# Qdec Cache preproc rh white.H fsaverage Sat Dec  7 23:02:24 CST 2024
#@# Qdec Cache preproc rh jacobian_white fsaverage Sat Dec  7 23:02:28 CST 2024
#@# Qdec Cache preproc rh w-g.pct.mgh fsaverage Sat Dec  7 23:02:33 CST 2024
#@# Qdec Cache surf2surf lh thickness fwhm0 fsaverage Sat Dec  7 23:02:37 CST 2024
#@# Qdec Cache surf2surf lh thickness fwhm5 fsaverage Sat Dec  7 23:02:38 CST 2024
#@# Qdec Cache surf2surf lh thickness fwhm10 fsaverage Sat Dec  7 23:02:40 CST 2024
#@# Qdec Cache surf2surf lh thickness fwhm15 fsaverage Sat Dec  7 23:02:42 CST 2024
#@# Qdec Cache surf2surf lh thickness fwhm20 fsaverage Sat Dec  7 23:02:44 CST 2024
#@# Qdec Cache surf2surf lh thickness fwhm25 fsaverage Sat Dec  7 23:02:46 CST 2024
#@# Qdec Cache surf2surf lh area fwhm0 fsaverage Sat Dec  7 23:02:48 CST 2024
#@# Qdec Cache surf2surf lh area fwhm5 fsaverage Sat Dec  7 23:02:49 CST 2024
#@# Qdec Cache surf2surf lh area fwhm10 fsaverage Sat Dec  7 23:02:51 CST 2024
#@# Qdec Cache surf2surf lh area fwhm15 fsaverage Sat Dec  7 23:02:53 CST 2024
#@# Qdec Cache surf2surf lh area fwhm20 fsaverage Sat Dec  7 23:02:55 CST 2024
#@# Qdec Cache surf2surf lh area fwhm25 fsaverage Sat Dec  7 23:02:57 CST 2024
#@# Qdec Cache surf2surf lh area.pial fwhm0 fsaverage Sat Dec  7 23:03:00 CST 2024
#@# Qdec Cache surf2surf lh area.pial fwhm5 fsaverage Sat Dec  7 23:03:00 CST 2024
#@# Qdec Cache surf2surf lh area.pial fwhm10 fsaverage Sat Dec  7 23:03:02 CST 2024
#@# Qdec Cache surf2surf lh area.pial fwhm15 fsaverage Sat Dec  7 23:03:04 CST 2024
#@# Qdec Cache surf2surf lh area.pial fwhm20 fsaverage Sat Dec  7 23:03:06 CST 2024
#@# Qdec Cache surf2surf lh area.pial fwhm25 fsaverage Sat Dec  7 23:03:08 CST 2024
#@# Qdec Cache surf2surf lh volume fwhm0 fsaverage Sat Dec  7 23:03:11 CST 2024
#@# Qdec Cache surf2surf lh volume fwhm5 fsaverage Sat Dec  7 23:03:12 CST 2024
#@# Qdec Cache surf2surf lh volume fwhm10 fsaverage Sat Dec  7 23:03:13 CST 2024
#@# Qdec Cache surf2surf lh volume fwhm15 fsaverage Sat Dec  7 23:03:15 CST 2024
#@# Qdec Cache surf2surf lh volume fwhm20 fsaverage Sat Dec  7 23:03:17 CST 2024
#@# Qdec Cache surf2surf lh volume fwhm25 fsaverage Sat Dec  7 23:03:19 CST 2024
#@# Qdec Cache surf2surf lh curv fwhm0 fsaverage Sat Dec  7 23:03:22 CST 2024
#@# Qdec Cache surf2surf lh curv fwhm5 fsaverage Sat Dec  7 23:03:23 CST 2024
#@# Qdec Cache surf2surf lh curv fwhm10 fsaverage Sat Dec  7 23:03:25 CST 2024
#@# Qdec Cache surf2surf lh curv fwhm15 fsaverage Sat Dec  7 23:03:26 CST 2024
#@# Qdec Cache surf2surf lh curv fwhm20 fsaverage Sat Dec  7 23:03:28 CST 2024
#@# Qdec Cache surf2surf lh curv fwhm25 fsaverage Sat Dec  7 23:03:31 CST 2024
#@# Qdec Cache surf2surf lh sulc fwhm0 fsaverage Sat Dec  7 23:03:33 CST 2024
#@# Qdec Cache surf2surf lh sulc fwhm5 fsaverage Sat Dec  7 23:03:34 CST 2024
#@# Qdec Cache surf2surf lh sulc fwhm10 fsaverage Sat Dec  7 23:03:36 CST 2024
#@# Qdec Cache surf2surf lh sulc fwhm15 fsaverage Sat Dec  7 23:03:38 CST 2024
#@# Qdec Cache surf2surf lh sulc fwhm20 fsaverage Sat Dec  7 23:03:40 CST 2024
#@# Qdec Cache surf2surf lh sulc fwhm25 fsaverage Sat Dec  7 23:03:42 CST 2024
#@# Qdec Cache surf2surf lh white.K fwhm0 fsaverage Sat Dec  7 23:03:44 CST 2024
#@# Qdec Cache surf2surf lh white.K fwhm5 fsaverage Sat Dec  7 23:03:45 CST 2024
#@# Qdec Cache surf2surf lh white.K fwhm10 fsaverage Sat Dec  7 23:03:47 CST 2024
#@# Qdec Cache surf2surf lh white.K fwhm15 fsaverage Sat Dec  7 23:03:49 CST 2024
#@# Qdec Cache surf2surf lh white.K fwhm20 fsaverage Sat Dec  7 23:03:51 CST 2024
#@# Qdec Cache surf2surf lh white.K fwhm25 fsaverage Sat Dec  7 23:03:53 CST 2024
#@# Qdec Cache surf2surf lh white.H fwhm0 fsaverage Sat Dec  7 23:03:55 CST 2024
#@# Qdec Cache surf2surf lh white.H fwhm5 fsaverage Sat Dec  7 23:03:56 CST 2024
#@# Qdec Cache surf2surf lh white.H fwhm10 fsaverage Sat Dec  7 23:03:58 CST 2024
#@# Qdec Cache surf2surf lh white.H fwhm15 fsaverage Sat Dec  7 23:04:00 CST 2024
#@# Qdec Cache surf2surf lh white.H fwhm20 fsaverage Sat Dec  7 23:04:02 CST 2024
#@# Qdec Cache surf2surf lh white.H fwhm25 fsaverage Sat Dec  7 23:04:04 CST 2024
#@# Qdec Cache surf2surf lh jacobian_white fwhm0 fsaverage Sat Dec  7 23:04:07 CST 2024
#@# Qdec Cache surf2surf lh jacobian_white fwhm5 fsaverage Sat Dec  7 23:04:07 CST 2024
#@# Qdec Cache surf2surf lh jacobian_white fwhm10 fsaverage Sat Dec  7 23:04:09 CST 2024
#@# Qdec Cache surf2surf lh jacobian_white fwhm15 fsaverage Sat Dec  7 23:04:11 CST 2024
#@# Qdec Cache surf2surf lh jacobian_white fwhm20 fsaverage Sat Dec  7 23:04:13 CST 2024
#@# Qdec Cache surf2surf lh jacobian_white fwhm25 fsaverage Sat Dec  7 23:04:15 CST 2024
#@# Qdec Cache surf2surf lh w-g.pct.mgh fwhm0 fsaverage Sat Dec  7 23:04:18 CST 2024
#@# Qdec Cache surf2surf lh w-g.pct.mgh fwhm5 fsaverage Sat Dec  7 23:04:19 CST 2024
#@# Qdec Cache surf2surf lh w-g.pct.mgh fwhm10 fsaverage Sat Dec  7 23:04:21 CST 2024
#@# Qdec Cache surf2surf lh w-g.pct.mgh fwhm15 fsaverage Sat Dec  7 23:04:22 CST 2024
#@# Qdec Cache surf2surf lh w-g.pct.mgh fwhm20 fsaverage Sat Dec  7 23:04:24 CST 2024
#@# Qdec Cache surf2surf lh w-g.pct.mgh fwhm25 fsaverage Sat Dec  7 23:04:27 CST 2024
#@# Qdec Cache surf2surf rh thickness fwhm0 fsaverage Sat Dec  7 23:04:29 CST 2024
#@# Qdec Cache surf2surf rh thickness fwhm5 fsaverage Sat Dec  7 23:04:30 CST 2024
#@# Qdec Cache surf2surf rh thickness fwhm10 fsaverage Sat Dec  7 23:04:32 CST 2024
#@# Qdec Cache surf2surf rh thickness fwhm15 fsaverage Sat Dec  7 23:04:34 CST 2024
#@# Qdec Cache surf2surf rh thickness fwhm20 fsaverage Sat Dec  7 23:04:36 CST 2024
#@# Qdec Cache surf2surf rh thickness fwhm25 fsaverage Sat Dec  7 23:04:38 CST 2024
#@# Qdec Cache surf2surf rh area fwhm0 fsaverage Sat Dec  7 23:04:40 CST 2024
#@# Qdec Cache surf2surf rh area fwhm5 fsaverage Sat Dec  7 23:04:41 CST 2024
#@# Qdec Cache surf2surf rh area fwhm10 fsaverage Sat Dec  7 23:04:43 CST 2024
#@# Qdec Cache surf2surf rh area fwhm15 fsaverage Sat Dec  7 23:04:45 CST 2024
#@# Qdec Cache surf2surf rh area fwhm20 fsaverage Sat Dec  7 23:04:47 CST 2024
#@# Qdec Cache surf2surf rh area fwhm25 fsaverage Sat Dec  7 23:04:49 CST 2024
#@# Qdec Cache surf2surf rh area.pial fwhm0 fsaverage Sat Dec  7 23:04:51 CST 2024
#@# Qdec Cache surf2surf rh area.pial fwhm5 fsaverage Sat Dec  7 23:04:52 CST 2024
#@# Qdec Cache surf2surf rh area.pial fwhm10 fsaverage Sat Dec  7 23:04:54 CST 2024
#@# Qdec Cache surf2surf rh area.pial fwhm15 fsaverage Sat Dec  7 23:04:56 CST 2024
#@# Qdec Cache surf2surf rh area.pial fwhm20 fsaverage Sat Dec  7 23:04:58 CST 2024
#@# Qdec Cache surf2surf rh area.pial fwhm25 fsaverage Sat Dec  7 23:05:00 CST 2024
#@# Qdec Cache surf2surf rh volume fwhm0 fsaverage Sat Dec  7 23:05:03 CST 2024
#@# Qdec Cache surf2surf rh volume fwhm5 fsaverage Sat Dec  7 23:05:03 CST 2024
#@# Qdec Cache surf2surf rh volume fwhm10 fsaverage Sat Dec  7 23:05:05 CST 2024
#@# Qdec Cache surf2surf rh volume fwhm15 fsaverage Sat Dec  7 23:05:07 CST 2024
#@# Qdec Cache surf2surf rh volume fwhm20 fsaverage Sat Dec  7 23:05:09 CST 2024
#@# Qdec Cache surf2surf rh volume fwhm25 fsaverage Sat Dec  7 23:05:11 CST 2024
#@# Qdec Cache surf2surf rh curv fwhm0 fsaverage Sat Dec  7 23:05:14 CST 2024
#@# Qdec Cache surf2surf rh curv fwhm5 fsaverage Sat Dec  7 23:05:15 CST 2024
#@# Qdec Cache surf2surf rh curv fwhm10 fsaverage Sat Dec  7 23:05:17 CST 2024
#@# Qdec Cache surf2surf rh curv fwhm15 fsaverage Sat Dec  7 23:05:18 CST 2024
#@# Qdec Cache surf2surf rh curv fwhm20 fsaverage Sat Dec  7 23:05:20 CST 2024
#@# Qdec Cache surf2surf rh curv fwhm25 fsaverage Sat Dec  7 23:05:23 CST 2024
#@# Qdec Cache surf2surf rh sulc fwhm0 fsaverage Sat Dec  7 23:05:25 CST 2024
#@# Qdec Cache surf2surf rh sulc fwhm5 fsaverage Sat Dec  7 23:05:26 CST 2024
#@# Qdec Cache surf2surf rh sulc fwhm10 fsaverage Sat Dec  7 23:05:28 CST 2024
#@# Qdec Cache surf2surf rh sulc fwhm15 fsaverage Sat Dec  7 23:05:30 CST 2024
#@# Qdec Cache surf2surf rh sulc fwhm20 fsaverage Sat Dec  7 23:05:32 CST 2024
#@# Qdec Cache surf2surf rh sulc fwhm25 fsaverage Sat Dec  7 23:05:34 CST 2024
#@# Qdec Cache surf2surf rh white.K fwhm0 fsaverage Sat Dec  7 23:05:36 CST 2024
#@# Qdec Cache surf2surf rh white.K fwhm5 fsaverage Sat Dec  7 23:05:37 CST 2024
#@# Qdec Cache surf2surf rh white.K fwhm10 fsaverage Sat Dec  7 23:05:39 CST 2024
#@# Qdec Cache surf2surf rh white.K fwhm15 fsaverage Sat Dec  7 23:05:41 CST 2024
#@# Qdec Cache surf2surf rh white.K fwhm20 fsaverage Sat Dec  7 23:05:43 CST 2024
#@# Qdec Cache surf2surf rh white.K fwhm25 fsaverage Sat Dec  7 23:05:45 CST 2024
#@# Qdec Cache surf2surf rh white.H fwhm0 fsaverage Sat Dec  7 23:05:48 CST 2024
#@# Qdec Cache surf2surf rh white.H fwhm5 fsaverage Sat Dec  7 23:05:49 CST 2024
#@# Qdec Cache surf2surf rh white.H fwhm10 fsaverage Sat Dec  7 23:05:50 CST 2024
#@# Qdec Cache surf2surf rh white.H fwhm15 fsaverage Sat Dec  7 23:05:52 CST 2024
#@# Qdec Cache surf2surf rh white.H fwhm20 fsaverage Sat Dec  7 23:05:54 CST 2024
#@# Qdec Cache surf2surf rh white.H fwhm25 fsaverage Sat Dec  7 23:05:56 CST 2024
#@# Qdec Cache surf2surf rh jacobian_white fwhm0 fsaverage Sat Dec  7 23:05:59 CST 2024
#@# Qdec Cache surf2surf rh jacobian_white fwhm5 fsaverage Sat Dec  7 23:06:00 CST 2024
#@# Qdec Cache surf2surf rh jacobian_white fwhm10 fsaverage Sat Dec  7 23:06:02 CST 2024
#@# Qdec Cache surf2surf rh jacobian_white fwhm15 fsaverage Sat Dec  7 23:06:03 CST 2024
#@# Qdec Cache surf2surf rh jacobian_white fwhm20 fsaverage Sat Dec  7 23:06:05 CST 2024
#@# Qdec Cache surf2surf rh jacobian_white fwhm25 fsaverage Sat Dec  7 23:06:08 CST 2024
#@# Qdec Cache surf2surf rh w-g.pct.mgh fwhm0 fsaverage Sat Dec  7 23:06:10 CST 2024
#@# Qdec Cache surf2surf rh w-g.pct.mgh fwhm5 fsaverage Sat Dec  7 23:06:11 CST 2024
#@# Qdec Cache surf2surf rh w-g.pct.mgh fwhm10 fsaverage Sat Dec  7 23:06:13 CST 2024
#@# Qdec Cache surf2surf rh w-g.pct.mgh fwhm15 fsaverage Sat Dec  7 23:06:15 CST 2024
#@# Qdec Cache surf2surf rh w-g.pct.mgh fwhm20 fsaverage Sat Dec  7 23:06:17 CST 2024
#@# Qdec Cache surf2surf rh w-g.pct.mgh fwhm25 fsaverage Sat Dec  7 23:06:19 CST 2024
recon-all -s sub2 finished without error at Sat Dec  7 23:06:22 CST 2024
